instance_id,summarizer_id,prompt_id,summary,question,answer,prediction,is_correct,is_intended_answer
d0822-A,F,a9b71ed85ccaa18044b41ae4fb5b66df,"The killing of Lebanon's former PM Rafiq Hariri renewed calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of Lebanon. Nine council members voted for the resolution, six abstained. Egypt and Saudi Arabia are trying to persuade Syria to accept a timetable for withdrawal of its troops. The US and France have been leading calls for Syria's withdrawal. The European Union called for a precise timetable for withdrawal. UN Secretary-General Kofi Annan said that withdrawal must be handled with care. Under mounting pressure, Syria has withdrawn 4,000 of its 14,000 troops.",What event put Syria under renewed pressure from the international community to abide by U.N. Security Council Resolution 1559 and withdraw its troops from Lebanon?,The February assassination,The killing of Lebanon's former PM Rafiq Hariri,TRUE,TRUE
d0822-A,F,1b327104d9ccd06c3a00e6a1200cb59d,"The killing of Lebanon's former PM Rafiq Hariri renewed calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of Lebanon. Nine council members voted for the resolution, six abstained. Egypt and Saudi Arabia are trying to persuade Syria to accept a timetable for withdrawal of its troops. The US and France have been leading calls for Syria's withdrawal. The European Union called for a precise timetable for withdrawal. UN Secretary-General Kofi Annan said that withdrawal must be handled with care. Under mounting pressure, Syria has withdrawn 4,000 of its 14,000 troops.",The February assassination of whom put Syria under renewed pressure from the international community to abide by U.N. Security Council Resolution 1559 and withdraw its troops from Lebanon?,former Lebanon Prime Minister Hariri,Rafiq Hariri,TRUE,TRUE
d0822-A,F,6c45d3db9416a1e7f1511152c0866a60,"The killing of Lebanon's former PM Rafiq Hariri renewed calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of Lebanon. Nine council members voted for the resolution, six abstained. Egypt and Saudi Arabia are trying to persuade Syria to accept a timetable for withdrawal of its troops. The US and France have been leading calls for Syria's withdrawal. The European Union called for a precise timetable for withdrawal. UN Secretary-General Kofi Annan said that withdrawal must be handled with care. Under mounting pressure, Syria has withdrawn 4,000 of its 14,000 troops.",The February assassination of former Lebanon Prime Minister Hariri put Syria under renewed pressure from the international community to abide by what agreement?,U.N. Security Council Resolution,UN Security Council Resolution 1559,TRUE,TRUE
d0822-A,F,9a6a49d07c6c9965f8e5a09dcc435dd5,"The killing of Lebanon's former PM Rafiq Hariri renewed calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of Lebanon. Nine council members voted for the resolution, six abstained. Egypt and Saudi Arabia are trying to persuade Syria to accept a timetable for withdrawal of its troops. The US and France have been leading calls for Syria's withdrawal. The European Union called for a precise timetable for withdrawal. UN Secretary-General Kofi Annan said that withdrawal must be handled with care. Under mounting pressure, Syria has withdrawn 4,000 of its 14,000 troops.",The February assassination of former Lebanon Prime Minister Hariri put Syria under renewed pressure from the international community to abide by U.N. Security Council Resolution 1559 and withdraw what from Lebanon?,its troops,troops,TRUE,TRUE
d0822-A,F,8518d1fc1c4101b751d5f56f938571ed,"The killing of Lebanon's former PM Rafiq Hariri renewed calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of Lebanon. Nine council members voted for the resolution, six abstained. Egypt and Saudi Arabia are trying to persuade Syria to accept a timetable for withdrawal of its troops. The US and France have been leading calls for Syria's withdrawal. The European Union called for a precise timetable for withdrawal. UN Secretary-General Kofi Annan said that withdrawal must be handled with care. Under mounting pressure, Syria has withdrawn 4,000 of its 14,000 troops.",Who urged Syria to comply?,The US,The US and France,TRUE,TRUE
d0822-A,F,ddc968784807ec74d57083fb76ee8faf,"The killing of Lebanon's former PM Rafiq Hariri renewed calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of Lebanon. Nine council members voted for the resolution, six abstained. Egypt and Saudi Arabia are trying to persuade Syria to accept a timetable for withdrawal of its troops. The US and France have been leading calls for Syria's withdrawal. The European Union called for a precise timetable for withdrawal. UN Secretary-General Kofi Annan said that withdrawal must be handled with care. Under mounting pressure, Syria has withdrawn 4,000 of its 14,000 troops.",Who urged Syria to comply?,other European Union nations,The US and France,TRUE,TRUE
d0822-A,59,a9b71ed85ccaa18044b41ae4fb5b66df,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",What event put Syria under renewed pressure from the international community to abide by U.N. Security Council Resolution 1559 and withdraw its troops from Lebanon?,The February assassination,"Foreign ministers from all European Union (EU) member states, who gathered here for a meeting",FALSE,FALSE
d0822-A,59,13963520f84c3bfa843eba22c0a07e19,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",What did the February assassination of former Lebanon Prime Minister Hariri put Syria under from the international community to abide by U.N. Security Council Resolution 1559 and withdraw its troops from Lebanon?,renewed pressure,completely,FALSE,FALSE
d0822-A,59,2cd0f50678eb58de87d89dfc89afea0c,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",The February assassination of former Lebanon Prime Minister Hariri put Syria under renewed pressure to abide by U.N. Security Council Resolution 1559 and withdraw its troops from Lebanon?,the international community,completely,FALSE,FALSE
d0822-A,59,6c45d3db9416a1e7f1511152c0866a60,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",The February assassination of former Lebanon Prime Minister Hariri put Syria under renewed pressure from the international community to abide by what agreement?,U.N. Security Council Resolution,Taif Accord,FALSE,FALSE
d0822-A,59,8518d1fc1c4101b751d5f56f938571ed,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",Who urged Syria to comply?,The US,"Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely",TRUE,FALSE
d0822-A,59,ddc968784807ec74d57083fb76ee8faf,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",Who urged Syria to comply?,other European Union nations,"Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely",TRUE,TRUE
d0822-A,59,adab931dd7659f32c8c8896f530f839a,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.","Who did the US, France and other European Union nations urge to comply?",Syria,Syria to withdraw its troops completely,TRUE,TRUE
d0822-A,59,fd65328641092e81d14f5e9df51e8cb7,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",Who encouraged Syria to withdraw its troops by the U.N. deadline of April 30?,Egypt,Foreign ministers from all European Union (EU) member states,FALSE,FALSE
d0822-A,59,fff1c13491f973852492ad7f08bed8c1,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.","Faced with a U.N. ultimatum, on April 3 Syria pledged to remove what?",all troops,foreign troops,TRUE,TRUE
d0822-A,59,369e101ee2f64b21b9d8eed218fd31a5,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.","Faced with a U.N. ultimatum, on April 3 Syria pledged to remove all troops and what?",intelligence agents,the Syrian Lebanese border,FALSE,FALSE
d0822-A,59,80fece40ca5e2c316b2f1105d1de197c,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",What renewed calls for Syria to abide by UN Security Council Resolution 1559 and end its domination of Lebanon?,The killing,"Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely",FALSE,FALSE
d0822-A,59,fe175ebe654f078ab30f455f8d22efea,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",The killing of Lebanon's former PM Rafiq Hariri renewed calls for Syria to abide by what agreement 1559 and end its domination of Lebanon?,UN Security Council Resolution,Taif Accord,FALSE,FALSE
d0822-A,59,db82ef475b27b834dba09e8eb87ac30b,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",The killing of Lebanon's former PM Rafiq Hariri renewed calls for Syria to abide by UN Security Council Resolution 1559 and end what?,its domination,foreign troops,FALSE,FALSE
d0822-A,59,32e59acfb1bd023ed5dc2165e8f6bcfe,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",Who is trying to persuade Syria to accept a timetable for withdrawal of its troops?,Egypt,Foreign ministers from all European Union,FALSE,FALSE
d0822-A,59,1795eb98be8adb19b2c32b1a949223c7,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",What did the European Union call for withdrawal?,a precise timetable,troops completely,FALSE,FALSE
d0822-A,59,8c71dcbb5d92f4ae7329930a4d34ad4d,"The other six abstained. "" Will it be complete withdrawal, partial withdrawal? "" Syrian troops will pull back to Bekaa valley in eastern Lebanon and then to the Syrian Lebanese border, "" Assad told the parliament in a speech delivered in Arabic. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, which calls for the withdrawal of foreign troops from Lebanon. Foreign ministers from all European Union (EU) member states, who gathered here for a meeting, on Wednesday urged Syria to withdraw its troops completely from Lebanon.",What did the European Union call for a precise timetable for?,withdrawal,withdraw its troops completely,TRUE,TRUE
d0822-A,44,6c45d3db9416a1e7f1511152c0866a60,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon. A specific reference to Syria was deleted at the last minute. The president said, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon, and the influence of Syria over Lebanon does not depend on the deployment of troops. A Syrian official, speaking on condition of anonymity in Damascus, denied the magazine's comments that a Syrian withdrawal from Lebanon would come within months, saying the",The February assassination of former Lebanon Prime Minister Hariri put Syria under renewed pressure from the international community to abide by what agreement?,U.N. Security Council Resolution,U.N. demands for a Syrian withdrawal from Lebanon,FALSE,FALSE
d0822-A,44,9a6a49d07c6c9965f8e5a09dcc435dd5,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon. A specific reference to Syria was deleted at the last minute. The president said, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon, and the influence of Syria over Lebanon does not depend on the deployment of troops. A Syrian official, speaking on condition of anonymity in Damascus, denied the magazine's comments that a Syrian withdrawal from Lebanon would come within months, saying the",The February assassination of former Lebanon Prime Minister Hariri put Syria under renewed pressure from the international community to abide by U.N. Security Council Resolution 1559 and withdraw what from Lebanon?,its troops,Syrian troops,TRUE,TRUE
d0822-A,44,8518d1fc1c4101b751d5f56f938571ed,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon. A specific reference to Syria was deleted at the last minute. The president said, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon, and the influence of Syria over Lebanon does not depend on the deployment of troops. A Syrian official, speaking on condition of anonymity in Damascus, denied the magazine's comments that a Syrian withdrawal from Lebanon would come within months, saying the",Who urged Syria to comply?,The US,Secretary-General Kofi Annan,FALSE,FALSE
d0822-A,44,ddc968784807ec74d57083fb76ee8faf,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon. A specific reference to Syria was deleted at the last minute. The president said, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon, and the influence of Syria over Lebanon does not depend on the deployment of troops. A Syrian official, speaking on condition of anonymity in Damascus, denied the magazine's comments that a Syrian withdrawal from Lebanon would come within months, saying the",Who urged Syria to comply?,other European Union nations,Secretary-General Kofi Annan,FALSE,FALSE
d0822-A,44,fff1c13491f973852492ad7f08bed8c1,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon. A specific reference to Syria was deleted at the last minute. The president said, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon, and the influence of Syria over Lebanon does not depend on the deployment of troops. A Syrian official, speaking on condition of anonymity in Damascus, denied the magazine's comments that a Syrian withdrawal from Lebanon would come within months, saying the","Faced with a U.N. ultimatum, on April 3 Syria pledged to remove what?",all troops,Syrian troops,TRUE,TRUE
d0822-A,44,369e101ee2f64b21b9d8eed218fd31a5,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon. A specific reference to Syria was deleted at the last minute. The president said, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon, and the influence of Syria over Lebanon does not depend on the deployment of troops. A Syrian official, speaking on condition of anonymity in Damascus, denied the magazine's comments that a Syrian withdrawal from Lebanon would come within months, saying the","Faced with a U.N. ultimatum, on April 3 Syria pledged to remove all troops and what?",intelligence agents,Lebanon,FALSE,FALSE
d0822-A,44,32e59acfb1bd023ed5dc2165e8f6bcfe,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon. A specific reference to Syria was deleted at the last minute. The president said, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon, and the influence of Syria over Lebanon does not depend on the deployment of troops. A Syrian official, speaking on condition of anonymity in Damascus, denied the magazine's comments that a Syrian withdrawal from Lebanon would come within months, saying the",Who is trying to persuade Syria to accept a timetable for withdrawal of its troops?,Egypt,Secretary-General Kofi Annan,TRUE,FALSE
d0822-A,44,3cf87a383661528098854f345b0f0050,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon. A specific reference to Syria was deleted at the last minute. The president said, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon, and the influence of Syria over Lebanon does not depend on the deployment of troops. A Syrian official, speaking on condition of anonymity in Damascus, denied the magazine's comments that a Syrian withdrawal from Lebanon would come within months, saying the",Who said that withdrawal must be handled with care?,UN Secretary - General Kofi Annan,Secretary-General Kofi Annan,TRUE,TRUE
d0822-A,44,320bbd7363a5ff07f026588afbfce5af,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon. A specific reference to Syria was deleted at the last minute. The president said, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon, and the influence of Syria over Lebanon does not depend on the deployment of troops. A Syrian official, speaking on condition of anonymity in Damascus, denied the magazine's comments that a Syrian withdrawal from Lebanon would come within months, saying the",What did UN Secretary - General Kofi Annan say must be handled with care?,withdrawal,U.N. demands for a Syrian withdrawal from Lebanon,TRUE,TRUE
d0822-A,35,6c45d3db9416a1e7f1511152c0866a60,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",The February assassination of former Lebanon Prime Minister Hariri put Syria under renewed pressure from the international community to abide by what agreement?,U.N. Security Council Resolution,Taif Accord,FALSE,FALSE
d0822-A,35,9a6a49d07c6c9965f8e5a09dcc435dd5,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",The February assassination of former Lebanon Prime Minister Hariri put Syria under renewed pressure from the international community to abide by U.N. Security Council Resolution 1559 and withdraw what from Lebanon?,its troops,"15,000 troops and intelligence agents",TRUE,TRUE
d0822-A,35,fd65328641092e81d14f5e9df51e8cb7,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",Who encouraged Syria to withdraw its troops by the U.N. deadline of April 30?,Egypt,Secretary-General Kofi Annan,FALSE,FALSE
d0822-A,35,c3914476129ddfcfebc64336471723f3,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",Faced with what?,a U.N. ultimatum,U.N. demands for a Syrian withdrawal from Lebanon,TRUE,TRUE
d0822-A,35,fff1c13491f973852492ad7f08bed8c1,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,","Faced with a U.N. ultimatum, on April 3 Syria pledged to remove what?",all troops,"15,000 troops and intelligence agents",TRUE,TRUE
d0822-A,35,d385ff4ad0bc2cdd99ad02a030f077fa,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",Who did the U.N. send to verify whether the withdrawal was complete at the end of April?,a team,the U.N.'s former Mideast envoy,FALSE,FALSE
d0822-A,35,fe175ebe654f078ab30f455f8d22efea,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",The killing of Lebanon's former PM Rafiq Hariri renewed calls for Syria to abide by what agreement 1559 and end its domination of Lebanon?,UN Security Council Resolution,Taif Accord,FALSE,FALSE
d0822-A,35,db82ef475b27b834dba09e8eb87ac30b,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",The killing of Lebanon's former PM Rafiq Hariri renewed calls for Syria to abide by UN Security Council Resolution 1559 and end what?,its domination,Syrian role in Lebanon,TRUE,TRUE
d0822-A,35,32e59acfb1bd023ed5dc2165e8f6bcfe,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",Who is trying to persuade Syria to accept a timetable for withdrawal of its troops?,Egypt,Secretary-General Kofi Annan,TRUE,FALSE
d0822-A,35,7852eb0a7cdac39dc73387a3b453cfcb,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",Which country has been leading calls for Syria's withdrawal?,The US,Lebanon,FALSE,FALSE
d0822-A,35,7e6a3a8b5192e1a8a1e0fe24501de088,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",Which country has been leading calls for Syria's withdrawal?,France,Lebanon,FALSE,FALSE
d0822-A,35,3cf87a383661528098854f345b0f0050,"Secretary-General Kofi Annan said Thursday he is sending a top envoy back to Beirut and Damascus to discuss U.N. demands for a Syrian withdrawal from Lebanon, the U.N.'s former Mideast envoy who is still handling the Syria-Lebanon issue, will prepare a report on Syria's compliance with a Security Council resolution demanding the pullout of its 15,000 troops and intelligence agents. He said through the move, Syria will fulfill its commitment to the Taif Accord and implementing UN Security Council resolution 1559, however, the withdrawal of Syrian troops from Lebanon does not mean the absence of a Syrian role in Lebanon,",Who said that withdrawal must be handled with care?,UN Secretary - General Kofi Annan,Secretary-General Kofi Annan,TRUE,TRUE
